idx_all,idx,english,french,ALL VOTEINTENTION,ALL CRITICISM,ALL SUPPORT,MACRON VOTEINTENTION,LEPEN VOTEINTENTION,MELENCHON VOTEINTENTION,MACRON CRITICISM,LEPEN CRITICISM,MELENCHON CRITICISM,MACRON  SUPPORT,LEPEN SUPPORT,MELENCHON SUPPORT
771364,359,"This Sunday we must vote for Marine Le Pen, our destiny is at stake, we must do everything to block Mr. Macron, we have already suffered for 5 years with Macron, vote for Marine Le Pen on Sunday",Ce dimanche il faut voter Marine Le Pen c'est notre destin qui est en jeu il faut tout faire pour faire barrage à monsieur Macron on a déjà souffert pendant 5 ans avec Macron voter le dimanche marine Le Pen,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
2225602,360,"I'm sorry, I don't know how to respond to so much stupidity and crass ignorance in a polite way. It's time to seriously read Marine Le Pen's platform to make sure she has nothing, absolutely nothing, of a ""woman of the left.""","Je suis désolé, je ne sais pas répondre à tant de bêtise et d'ignorance crasse en restant poli. Il serait temps de lire sérieusement le programme de Marine Le Pen pour t'assurer qu'elle n'a rien, absolument rien, d'une « femme de gauche ».",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
406782,361,"As much as I think he will be elected, as much as for the majority in the National Assembly, I don't think at all that it's a done deal... In any case, we have the elected officials we deserve. And if we have Le Pen, Putin's puppet, Orban and Trump, it's because the idiots wanted it.","Autant je pense qu'il sera élu, autant pour la majorité à l'AN, je pense pas du tout que ça soit fait... En tout cas, on a les élus qu'on mérite. Et si on a Le Pen, le pantin de Poutine, Orban et Trump,  c'est que les corniauds l'auront voulu.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
2624770,362,"Macronism in search of electoral votes in mosques... A disgrace. French people, wake up. Between the hammer Macron and the anvil Le Pen, the stakes of the ""Muslim vote"" via","Le macronisme en quête de voix électorale dans les mosquée... Une honte. Français réveillez vous.  Entre le marteau Macron et l’enclume Le Pen, l’enjeu du « vote musulman »  via  ",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
391628,363,"Beyond my anger at this clannish left, I will come back to it, and if none of us wants to vote for this irresponsible man, I think first of all of the millions of lives that the extreme right in power would ravage. Out of duty and out of spite, I will vote against Le Pen.","Au-delà de ma colère à l’égard de cette gauche clanique, j’y reviendrai, & si aucun d’entre nous n’a envie de voter pour cet irresponsable, je pense d’abord à ces millions de vies que l’extrême droite au pouvoir ravagerait. Par devoir & par dépit, je voterai contre Le Pen. ",Macron,None,None,YES,NO,NO,NO,NO,NO,NO,NO,NO
2423082,364,"France welcomed me when I was two years old. It allowed me to learn, to undertake, and to succeed. The France I love is inventive, conquering, fraternal, European. Values ​​that are the polar opposite of what Marine Le Pen espouses. On April 24, I will vote for .","La France m’a accueilli quand j’avais 2 ans. Elle m’a permis d’apprendre, d’entreprendre et de réussir. La France que j’aime est inventive, conquérante, fraternelle, européenne. Des valeurs aux antipodes de ce que porte Marine Le Pen. Le 24 avril, je voterai pour . ",Macron,None,None,YES,NO,NO,NO,NO,NO,NO,NO,NO
127650,365,"Three members of the Le Pen family in charge of 300 elected members of their party, who were democratically elected, is not exactly what I would call ""imposing one's own."" Democracy also means a minimum of objectivity.","3 membres de la famille Le Pen en responsabilité sur 300 élus de leur parti, qui plus est élus démocratiquement, c’est pas franchement ce que j’appellerais « imposer les siens ». La démocratie c’est aussi un minimum d’objectivité.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2814307,366,"The new Mélenchon-vote-utile voters who discover that he is not calling for a vote against Le Pen, I find them cute but still a bit stupid.","Les néo-électeurs de Mélenchon-vote-utile qui découvrent qu’il n’appelle pas à voter contre Le Pen, je les trouve mignons mais quand même un peu cons.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
3045041,367,"Macron is way too strong for Le Pen, I'm sorry. He adds nuance to his speech, he structures his reasoning even on security or ""the veil,"" he beats her up even though these are ""his strong points.""","Macron il est beaucoup trop fort pour Le Pen, je suis désolé. Il met des nuances dans son discours, il structure son raisonnement même sur la sécurité ou ""le voile"", il la tabasse alors que ce sont ""ses points forts"".",None,None,Macron,NO,NO,NO,NO,NO,NO,YES,NO,NO
647508,368,"It's cool for you if you have the luxury of not voting for Macron tomorrow, but for example, I personally take the slightest percentage in favor of Marine Le Pen.","C'est cool pour vous si vous avez le luxe de ne pas voter Macron demain, mais moi par ex je prends personnellement le moindre pourcentage en faveur de Marine Le Pen.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5453306,369,"I wouldn't be so sure about that :) Macron won in 2017 by abstention and especially by pure blockade vote in the 2nd round against Le Pen, and not by support. The 5 years of rejection of his policy and demonstrations are proof.","je serais pas si sur que ça :) Macron a gagné en 2017 par l'abstention et surtout par pur vote barrage au 2nd tour contre Le Pen, et non par adhésion. Les 5 années de rejets de sa politique et de manifs on sont la preuve.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3259139,370,"Marine Le Pen is not up to the task, we've known that for a long time! But castigating Eric Zemmour like this won't get her anything, and if she's in the second round against Macron, I won't even go out to vote!!!","Marine Le Pen n'est pas à la hauteur, on le sait depuis longtemps ! Mais fustiger ainsi Eric Zemmour ne lui rapportera rien, et si elle est au deuxième tour face à Macron, je ne me déplace même pas pour voter !!!",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
4893537,371,Once again the aunt has spanked the young Marshal Le Pen,Une fois de plus la tatie a mis une fessé à la jeune Maréchal Le Pen,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2246540,372,"I understand you. Personally, I will never vote for Le Pen. But I couldn't vote for Macron.",Je te comprends. Perso je ne voterai jamais Le Pen. Mais je n’ai pas pu voter Macron.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4743972,373,Completely agree with you ToutsaufMacron I voted for Jean Luc Mélenchon in the first round and I will vote for Marine Le Pen as in 2017 in the second round.,Tout à fait d'accord avec vous ToutsaufMacron J'ai voté Jean Luc Mélenchon au 1er tour et je voterai Marine Le Pen comme en 2017 au deuxième tour.,Le Pen,None,None,NO,YES,NO,NO,NO,NO,NO,NO,NO
553175,374,"Okay, sorry, but I'm going to do the cursed poll again (1) Do you consider that a Le Pen election would be ""worse"" than a Macron re-election? (2) Will you put a ""Macron"" ballot in the ballot box in the second round? (or ""would you go"", if you don't have the possibility)","Bon désolé, mais je vais refaire le sondage maudit  (1) Considérez-vous qu'une élection de Le Pen serait ""pire"" qu'une réélection de Macron ? (2) Irez-vous mettre un bulletin ""Macron"" dans l'urne au second tour ? (ou ""iriez-vous"", si vous n'en avez pas la possibilité)",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2123910,375,"I personally abstained, but I can understand those who really voted for Le Pen by damming.",Je me suis abstenu perso mais je peux comprendre ceux qui ont vraiment voté Le Pen par barrage,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
982987,376,"That's exactly it, well before the first round I said that the Zemmour supporters were going to vote for Marine Le Pen in the second round anyway. He was sure to get through to the second round and as expected they are pushing to vote for Marine Le Pen in the second round. I predicted it.",C’est exactement ça bien avant le premier tour j’ai dit que les pros Zemmour allaient de toute manière voter Marine Le Pen au deuxième tour il était sûre de passer pour le deuxième tour et comme prévu ils poussent à voter Marine Le Pen au deuxième tour je l’avais prédit,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5543535,377,"But this guy is a real jerk, he's doing a lot of harm to Le Pen's candidacy, why doesn't she get rid of him? It's been obvious for three months that he's been doing everything to re-elect Macron, I don't know what they've been up to together! Wake up!","mais ce type est un vrai connard,il fait énormément du mal a la candidature de Le Pen,pourquoi elle ne se débarrasse pas de lui?cela crève les yeux depuis trois mois qu’il fait tout pour réélire  Macron, je ne sais pas ce qu’ils ont magouillé ensemble! ,reveille toi!",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3873376,378,"Yes, the 2002/2022 comparison is harsh. The ""neither Le Pen nor Macron"" (along with ""revolution is a duty"") slogan is hardly representative of young people. But this slogan is a sad symptom of a serious risk of collective amnesia. History has shown that it leads to the worst.","Oui, la comparaison 2002/2022 est rude. Le «ni Le Pen, ni Macron» (accompagné de «la révolution est un devoir») n’est pê pas représentatif des jeunes. Mais ce slogan est le triste symptôme d’un grave risque d’amnésie collective.  Dont l’Histoire a montré qu’elle mène au pire.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2196295,379,I'm warning you in advance even if I don't believe in the Macron Le Pen duel but let's imagine that there won't be a republican front on my side.,Je préviens d’avance même si je ne crois pas au duel Macron Le Pen mais imaginons que bah il n’y aura pas de front républicain de mon côté,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5461464,380,I inform you that Martinique voted for Le Pen! lol,je vous informe que la Martinique a voté Le Pen! lol,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3970506,381,"Not sure. Macron won because Le Pen (and her party's ideology) is scary. Mélenchon scares people much less than the far right, so I wonder what it would have been like in real life.","Pas sûr. Là, Macron a gagné parce que Le Pen (et l'idéologie de son parti) fait peur. Mélenchon fait beaucoup moins peur au gens que l'extrême droite, donc je me demande ce que ça aurait donné en vrai ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5219341,382,"Zemmour calling for a vote for Le Pen, I wouldn't have believed it",Zemmour qui appelle à voter Le Pen je ne l’aurais pas cru,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1663211,383,"In short, I'm not a Mélenchon supporter (since he's not even my candidate of choice), but I would like to point out that not voting for him indirectly leads to making life hell for either the poor (if Macron wins) or foreigners (if Le Pen wins).","Fin bref je suis pas un forceur de Mélenchon (vu que c'est même pas mon candidat de choix) mais je rappelle que pas voter pour lui conduit indirectement à faire vivre en enfer soit aux pauvres (si Macron passe), soit aux étrangers (si Le Pen passe)",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
806757,384,"Which amounts to considering that ""the"" young people are immature; that Le Pen and Macron are ""two evils""; that this radical minority is representative of youth.",Ce qui revient à considérer que « les » jeunes sont immatures ; que Le Pen et Macron sont « deux maux » ; que cette minorité radicale est représentative de la jeunesse.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
520194,385,"Of course, no impartiality, Marine Le Pen has already lost, welcome to 5 more years of total chaos!! This President really needs to change, less disdain, more empathy etc... I don't believe it..","Bien entendu, aucune impartialité, Marine Le Pen a déjà perdu, bienvenue au 5 ans de plus dans une pagaille totale!! il faudrait que ce Président change vraiment, moins de dédain, plus d'empathie etc... je n'y crois pas..",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2254499,386,"I'm going to do better than abstain, I'm going to vote for Le Pen in the second round against Macron... and the day when the majority of Muslims no longer vote for someone who spits on them because Le Pen is in front of them, then that day Muslims will be more respected by politicians...",Je vais faire mieux que m abstenir je vais voter Le Pen au second si face à Macron .. et le jour ou la majorité des musulmans ne voteront plus pour kkun ki leur crache dessus parce que Le Pen est en face alors ce jour là les musulmans seront plis respectés des politiques ..,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
5448631,387,"I will never vote for Macron again. As for the candidates for the Legislative elections of the Left Parties who made the Left lose, there is no question that I will vote for the false Left, socialists, EELV, Communists, who chose Macron & Le Pen to the detriment of","je ne voterai pls jamais pr Macron.Quant aux candidats aux Législatives des Partis de Gauche qui ont fait perdre la Gche, il est hors de quest° que je vote pr  fausse Gauche,socialistes,EELV,Communistes,ont choisi Macron&Le Pen au détriment de ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4049118,388,"Later, I would tell my children that I was guilty. Guilty of not having voted for the dismemberer of France. Guilty of having voted for Le Pen if she were to fail or betray us. But that this choice was not the one I wanted for them.","Plus tard, à mes enfants, je leur dirais que je suis coupable.  Coupable de ne pas avoir voté pour le dépeceur de la France.  Coupable d'avoir voté Le Pen si toutefois elle venait à échouer ou qu'elle nous trahisse. Mais que ce choix n'était pas celui que je souhaitais pour eux",Le Pen,None,None,NO,YES,NO,NO,NO,NO,NO,NO,NO
3174955,389,"But damn it, I never wrote that these people would vote for Le Pen for social reasons! I'm happy that it's late and that I don't always express myself well, but it would be a matter of stopping making me say what I don't write.","Mais bon sang, je n'ai jamais écrit que ces gens voteraient Le Pen pour des raisons sociales ! Je veux bien qu'il soit tard et que je ne m'exprime pas forcément toujours bien, mais il s'agirait d'arrêter de me faire dire ce que je n'écris pas.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2738476,390,"I admire the Yellow Vests. I know that many have evolved politically with this movement, but I also know that many are desperate and are ready to vote for Le Pen. Knowing that these people fought for justice and dignity, MLP is not a solution.","Les Gilets jaunes je les admire, je sais que beaucoup ont évolué politiquement avec ce mouvement mais je sais aussi que beaucoup sont désespérés et sont prêts à voter Le Pen, et sachant que ces personnes se sont battues pour la justice et la dignité, MLP n'est pas une solution.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
2244068,391,"I'm fasting, my stomach is in knots from giving the world a shitty image, from scaring millions of non-white French people for nothing who are far more useful in France than all the Le Pens combined.","Je suis à jeûn, l'estomac noué de donner une image de merde au monde, de faire peur pour rien a des millions de francais non-blanc bien + utiles en France que tous les Le Pen réunis.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3730694,392,We haven't seen a press release from the SDJ of France 2 expressing outrage at Le Pen's rejection of Lapix...,On n'a pas vu passer de communiqué de la SDJ de France 2 pour s'indigner du rejet de Lapix par Le Pen...,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
271238,393,"Come on, admit that you will vote for Le Pen... pretending to be ""just"" close to the people is fine for 5 minutes... I thought you didn't like ""false pretenses""... say that you are for the extreme right","Allez , avouez que vous voterez Le Pen … faire semblant d’être « juste » proche du peuple, ça va 5 minutes … je croyais que vous n’aimiez pas les « faux semblants »… dites le que vous êtes pour l’extrême-droite ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2572222,394,"Le Pen, who is going to cut aid to foreigners, including those who came to France to do the job that the French were too lazy to do, who paid taxes and contributed more than three-quarters of the country's fascists... I'll vote for Macron. Come on, man, I'm waiting for you.","Le Pen qui va sucrer les aides aux étrangers, en incluant ceux qui sont venus en France pour faire le boulot que les Français avaient la flemme de faire, qui ont payé des impôts et plus contribué que les trois quarts des fachos du pays… je voterai Macron. Viens mec je t’attends.",Macron,Le Pen,Macron,YES,NO,NO,NO,YES,NO,YES,NO,NO
5449430,395,I also think that people are more ready to vote for Le Pen than Mélenchon in the event of a second round between the two (which in my opinion will not happen). I see a second round like in 2017 but given the momentum for Le Pen it is this year or never.,je pense aussi que les gens sont plus prêts à voter le Pen que Mélenchon en cas de second tour entre les deux (qui à mon avis n'arrivera pas). Moi je vois un second tour comme en 2017 mais vu la dynamique pour Le Pen c'est cette année ou jamais,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2150740,396,"I don't know if I'll watch. I can't stand Macron anymore, neither seeing him nor hearing him. Even if Marine Le Pen is worse than in 2017, I'll vote for her.","Je ne sais pas si je vais regarder. Je ne supporte plus Macron, ni de le voir, ni de l’entendre. Même si Marine Le Pen est pire qu’en 2017, je vote pour elle.",Le Pen,Macron,LePen,NO,YES,NO,YES,NO,NO,NO,NO,NO
1469135,397,"And as my favorite French singer, Didier Wampas, so aptly puts it, ""If there were a goat facing Marine Le Pen, I would vote for the goat."" Nothing sums up my point of view better.","Et comme le dit si bien mon chanteur français préféré, Didier Wampas, ""s'il y avait une chèvre face à Marine Le Pen, je voterais pour la chèvre"". Rien ne résume mieux mon point de vue.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
1447155,398,"So what? Is it wrong? It's his right even if it horrifies you, besides, I'll let you in on a secret: I don't care if you vote blank or Le Pen next Sunday, it's your right and it's not even my problem.","Et alors ? Est-ce mal ? C'est son droit même si ça t'horripile, d'ailleurs, je vais te faire une confidence : je m'en fous que tu votes blanc ou Le Pen dimanche prochain, c'est ton droit et ça n'est même pas mon problème. ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
242134,399,"Ah, but a second round between Macron and Le Pen when you're committed to animals is more complicated than I thought in the end.",Ah mais un 2e tour Macron / Le Pen quand tu es engagé pour les animaux c'est plus compliqué que je croyais finalement,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
